iter	MultiClass	Accuracy
886	0.2551540478	0.9737464522
887	0.254783904	0.9739829707
888	0.2546503569	0.9739829707
889	0.2544849392	0.9742194891
890	0.2543190798	0.9744560076
891	0.2539554087	0.9735099338
892	0.253623525	0.9735099338
893	0.2532132609	0.9735099338
894	0.2529669131	0.9744560076
895	0.2527701706	0.9742194891
896	0.2525625078	0.9744560076
897	0.2522037297	0.9749290445
898	0.2517465294	0.974692526
899	0.2515348978	0.9751655629
900	0.2512062883	0.9756385998
901	0.2506356974	0.9761116367
902	0.2503643494	0.9761116367
903	0.2502569161	0.9761116367
904	0.25004864	0.9761116367
905	0.2498515028	0.9761116367
906	0.2495998663	0.9763481552
907	0.2494963953	0.9763481552
908	0.2492749423	0.9768211921
909	0.2489687764	0.9768211921
910	0.2486606388	0.9770577105
911	0.2483425325	0.9768211921
912	0.2482686159	0.9770577105
913	0.2480906209	0.9770577105
914	0.2477857188	0.9772942289
915	0.2474194687	0.9770577105
916	0.2470717421	0.9772942289
917	0.246711598	0.9772942289
918	0.2462875403	0.9782403027
919	0.2459186802	0.9787133396
920	0.2455973061	0.9784768212
921	0.24516142	0.9787133396
922	0.2450376355	0.9787133396
923	0.2446919064	0.9789498581
924	0.2444556044	0.9789498581
925	0.2442161827	0.9787133396
926	0.2440889196	0.9789498581
927	0.2438592442	0.9791863765
928	0.2437290711	0.9791863765
929	0.2436095801	0.9791863765
930	0.2433281967	0.979422895
931	0.2429841346	0.979422895
932	0.2425084865	0.979422895
933	0.2423966838	0.979422895
934	0.2420859511	0.9791863765
935	0.2418419683	0.9791863765
936	0.2416922237	0.979422895
937	0.2413521515	0.9791863765
938	0.2411712201	0.9796594134
939	0.2408761583	0.9798959319
940	0.240669172	0.9801324503
941	0.2404851525	0.9798959319
942	0.2402250303	0.9798959319
943	0.2398197093	0.9803689688
944	0.2392949248	0.9806054872
945	0.2391389653	0.9806054872
946	0.2389386772	0.9803689688
947	0.2386277034	0.9801324503
948	0.2381979099	0.9806054872
949	0.2378949462	0.9803689688
950	0.2375958953	0.9808420057
951	0.2373870169	0.9808420057
952	0.236998781	0.9808420057
953	0.2368667294	0.9808420057
954	0.2365135347	0.9806054872
955	0.2363683182	0.9808420057
956	0.2362709796	0.9808420057
957	0.235962408	0.9808420057
958	0.2358116954	0.9810785241
959	0.2354784796	0.9813150426
960	0.2353001529	0.9813150426
961	0.2350583529	0.981551561
962	0.2348117526	0.9813150426
963	0.2347520005	0.9813150426
964	0.2344550259	0.9810785241
965	0.2341830549	0.9813150426
966	0.233626327	0.9822611164
967	0.2335170147	0.9824976348
968	0.2332120342	0.9822611164
969	0.2329371786	0.9820245979
970	0.2327542444	0.9820245979
971	0.232614832	0.9822611164
972	0.2323176838	0.9824976348
973	0.2321414	0.9824976348
974	0.2320737942	0.9827341533
975	0.2320306403	0.9827341533
976	0.2317266527	0.9824976348
977	0.2314666339	0.9824976348
978	0.2313240529	0.9829706717
979	0.2309635471	0.9832071902
980	0.2306824788	0.9829706717
981	0.230289724	0.9832071902
982	0.2300427871	0.9827341533
983	0.2296782611	0.9827341533
984	0.2294245705	0.9829706717
985	0.2292311915	0.9832071902
986	0.2288648791	0.984153264
987	0.2286807314	0.9834437086
988	0.2283298589	0.9836802271
989	0.2280935501	0.9839167455
990	0.2280369829	0.9839167455
991	0.2279100174	0.9836802271
992	0.2276677253	0.9839167455
993	0.2274458558	0.9834437086
994	0.2271220167	0.9836802271
995	0.2270461856	0.9836802271
996	0.2267963715	0.9839167455
997	0.2265521562	0.984153264
998	0.2262611325	0.984153264
999	0.2258282673	0.9839167455
